Location ID,coordinates,Location Name,location_code,Soil Type,soil_type_code,annual_rainfall_mm,groundwater_depth_m,population_density,distance_to_river_km,elevation_m,historical _success_rate_%,suitability,approx_project_cost,rocky_terrain,adjusted_project_cost
661,"9.6695, -1.2739",Damongo,3,Loamy,3,1131,18.71079846,353,11.79024431,155,45,1,13314.69,0,13314.69
662,"10.0666, -1.3349",Jirapa,4,Clay,1,968,15.51451258,219,13.04948598,172,49,1,16038.4,1,20529.2
663,"10.3985, -0.6349",Bongo,2,Sandy,4,908,24.66232966,272,12.18635755,197,42,1,11537.46,0,11537.46
664,"10.4445, -0.6094",Bongo,2,Loamy,3,1068,13.26120599,499,11.81694743,174,94,1,17405.67,1,21579.56
665,"10.7871, -0.9280",Navrongo,5,Loamy,3,856,10.64090815,163,5.934360019,187,88,1,17219.36,1,24582.69
666,"10.3022, -1.0839",Wa,9,Clay,1,896,17.31168243,455,12.17231833,179,85,0,18654.72,1,27140.04
667,"10.0241, -0.3232",Bolgatanga,1,Loamy,3,1144,12.72626881,229,3.01969857,208,65,0,9755.41,0,9755.41
668,"9.7888, -0.3733",Yendi,10,Loamy,3,888,18.18110657,297,6.47632275,183,49,0,10462.05,0,10462.05
669,"9.5707, -1.2362",Damongo,3,Lateritic,2,1025,18.8795198,356,8.655520662,204,49,1,14866.48,0,14866.48
670,"9.8603, -0.2423",Yendi,10,Loamy,3,608,15.40680409,496,3.366881292,180,73,1,6402.7,0,6402.7
671,"9.9888, -0.2830",Bolgatanga,1,Loamy,3,1186,14.12044925,195,7.165426229,189,74,1,10968.24,1,14563.92
672,"9.4096, -0.8245",Tamale,7,Loamy,3,957,24.21803102,286,4.462601321,150,86,0,12463.69,1,15199.12
673,"9.6558, -1.0455",Savelugu,6,Clay,1,1010,11.6930424,477,6.262546282,181,59,1,14768.65,1,20485.06
674,"9.6018, -1.2504",Damongo,3,Sandy,4,755,22.58801203,185,3.065413383,167,71,0,6829.49,1,9230.98
675,"9.6008, -1.1811",Damongo,3,Sandy,4,733,18.03328353,323,3.126266995,164,95,1,17530.77,1,23816.2
676,"9.2315, -1.0262",Tolon,8,Loamy,3,894,15.40862941,461,8.01617131,209,49,1,18931.74,0,18931.74
677,"9.0939, -1.0376",Tolon,8,Lateritic,2,712,22.06441623,318,7.812691972,160,43,0,18727.28,0,18727.28
678,"9.5879, -1.2091",Damongo,3,Lateritic,2,617,17.91752398,288,9.521939529,195,90,0,19398.12,1,24150.63
679,"10.1138, -0.2503",Bolgatanga,1,Loamy,3,1174,10.71288644,277,7.392847457,150,49,0,5412.96,1,7954.47
680,"9.6501, -0.9603",Savelugu,6,Lateritic,2,1191,10.01202483,387,12.38696922,174,74,1,14318.22,0,14318.22
681,"9.9764, -1.2674",Jirapa,4,Lateritic,2,1097,12.65274366,367,9.754086621,190,52,1,18751.64,0,18751.64
682,"10.0289, -0.1967",Bolgatanga,1,Loamy,3,799,24.27271806,374,6.298387763,150,69,0,16236.21,0,16236.21
683,"9.5615, -1.1419",Damongo,3,Clay,1,1132,21.74366253,162,5.117631609,150,74,0,10906.84,1,14412.21
684,"9.5835, -1.1094",Damongo,3,Loamy,3,752,16.78457027,499,12.45908198,191,84,1,9232.88,0,9232.88
685,"9.2426, -0.9540",Tolon,8,Sandy,4,1028,22.81117498,195,12.79357652,195,48,1,11971.5,1,15134.39
686,"10.4372, -0.6539",Bongo,2,Lateritic,2,913,11.61498089,465,10.61459212,186,62,0,6735.31,0,6735.31
687,"10.3246, -0.7515",Bongo,2,Lateritic,2,785,12.72514671,353,8.923139001,185,64,0,7917.66,1,11650.92
688,"9.5024, -0.9116",Savelugu,6,Sandy,4,606,14.32366454,225,10.51036783,198,83,1,5862.25,1,7742.31
689,"10.7630, -0.8347",Navrongo,5,Clay,1,756,13.46675696,314,11.47030984,170,40,0,13293.19,0,13293.19
690,"10.8853, -0.9027",Navrongo,5,Sandy,4,733,11.0273405,289,8.701385089,161,72,1,6522.67,1,8499.46
691,"10.0748, -0.2608",Bolgatanga,1,Clay,1,658,20.27355215,426,8.178185626,201,91,0,10085.43,1,12364.04
692,"10.7920, -0.8649",Navrongo,5,Sandy,4,618,21.86273303,198,6.955624179,209,69,0,9125.43,0,9125.43
693,"9.4341, -0.8319",Tamale,7,Loamy,3,612,18.04832205,303,5.305735769,178,43,1,17206.86,0,17206.86
694,"9.7795, -0.2295",Yendi,10,Loamy,3,775,13.93513099,452,13.23929975,162,82,1,18394.25,1,24985.83
695,"10.2468, -1.0852",Wa,9,Clay,1,639,16.77157106,320,5.824382628,206,76,1,13088.26,0,13088.26
696,"9.9040, -0.2424",Yendi,10,Clay,1,904,12.81640083,261,10.6427307,209,56,0,17356.61,0,17356.61
697,"9.4621, -0.8016",Tamale,7,Clay,1,869,15.70875987,287,10.67393943,151,69,0,14561.53,1,19522.52
698,"9.4697, -0.7705",Tamale,7,Lateritic,2,1131,13.37115927,470,11.94327084,164,50,0,19940.27,1,29381.42
699,"9.1371, -0.9572",Tolon,8,Sandy,4,877,15.32701558,452,10.97481006,180,50,0,14812.62,1,20311.05
700,"9.8443, -0.3771",Yendi,10,Loamy,3,1117,20.46006299,319,14.79068277,185,58,1,7902.48,1,11260
701,"9.7030, -1.0753",Damongo,3,Sandy,4,940,11.46105152,417,4.333866782,176,66,0,8054.99,0,8054.99
702,"9.3793, -0.9247",Tamale,7,Lateritic,2,722,17.78849547,498,12.21873839,195,57,1,5004.64,0,5004.64
703,"9.0837, -1.1059",Tolon,8,Lateritic,2,1001,12.218383,317,5.510880173,209,41,0,16198.61,1,22900.8
704,"9.9519, -0.2071",Yendi,10,Loamy,3,627,15.84061105,267,5.913213009,194,81,0,14265.99,1,19873.27
705,"10.1328, -1.3128",Jirapa,4,Lateritic,2,988,12.92161097,195,8.844866723,189,79,1,7621.86,0,7621.86
706,"9.7597, -0.3344",Yendi,10,Loamy,3,937,15.32775255,340,13.23902526,154,56,0,13528.39,1,17824.7
707,"9.3562, -0.8236",Tamale,7,Loamy,3,607,21.84764084,382,13.37882263,167,88,0,16550.9,0,16550.9
708,"9.4202, -0.7926",Tamale,7,Clay,1,600,19.91982561,372,6.957231454,161,84,1,5829.87,1,8095.72
709,"9.6278, -0.9486",Savelugu,6,Loamy,3,744,22.96620419,350,8.249148744,171,90,1,10873.41,1,15143.45
710,"9.8462, -0.3371",Yendi,10,Lateritic,2,682,13.71183789,160,9.234709149,204,94,1,8869.41,1,12678.88
711,"9.5762, -0.9925",Savelugu,6,Sandy,4,876,16.32699725,342,8.300389082,192,44,0,5640.61,1,6801.69
712,"10.0768, -1.3403",Jirapa,4,Sandy,4,1029,23.21347776,280,8.056844248,194,57,0,12152.86,1,15603.58
713,"10.0831, -0.2732",Bolgatanga,1,Lateritic,2,614,13.68115795,190,11.54006468,191,92,1,18130.36,0,18130.36
714,"10.3040, -0.6673",Bongo,2,Sandy,4,791,19.41255989,422,8.042956227,182,89,1,15888.12,1,21917.01
715,"10.3358, -0.7911",Bongo,2,Sandy,4,1060,24.15501148,241,11.79894739,208,50,1,17182.4,1,25771.76
716,"9.4904, -0.8645",Tamale,7,Sandy,4,1136,18.45591803,232,14.61259592,198,69,0,15630.26,0,15630.26
717,"9.5753, -1.2617",Damongo,3,Clay,1,807,14.83952538,289,12.58429079,157,58,1,6624.08,0,6624.08
718,"9.1663, -0.9979",Tolon,8,Sandy,4,1188,19.13531125,464,5.543584519,169,75,0,9409.56,1,13055.09
719,"10.2426, -0.9752",Wa,9,Sandy,4,899,15.87428765,478,5.408677503,162,91,0,19074.25,1,23543.17
720,"9.7442, -1.2148",Damongo,3,Lateritic,2,911,20.52563103,212,8.440633825,202,82,0,7626.81,1,11000.54
721,"10.8039, -0.8392",Navrongo,5,Sandy,4,664,16.81937978,325,8.841405371,207,67,1,5016.73,1,6035.32
722,"9.6055, -0.9327",Savelugu,6,Lateritic,2,649,20.04520946,294,12.17376664,210,92,1,19445.3,0,19445.3
723,"9.0869, -0.9563",Tolon,8,Sandy,4,1041,18.97681591,393,3.009011791,187,45,1,6270.4,1,8715.63
724,"9.2660, -1.0998",Tolon,8,Clay,1,1139,22.79839619,416,9.946417837,164,69,1,14213.97,1,18535.78
725,"9.8450, -0.3101",Yendi,10,Loamy,3,1132,18.07777411,329,12.52055499,182,57,1,8323.8,1,12115.78
726,"9.4513, -0.7635",Tamale,7,Loamy,3,811,17.39337673,298,3.091240187,171,84,0,5948.02,1,7665.31
727,"10.0306, -0.2240",Bolgatanga,1,Lateritic,2,681,16.34667746,345,4.745348167,179,95,0,11164.41,1,14945.58
728,"10.3108, -0.9804",Wa,9,Loamy,3,847,19.27007044,223,7.936974699,163,75,0,6539.07,1,9680.1
729,"9.1985, -1.0879",Tolon,8,Loamy,3,683,24.08718786,188,3.611540842,174,88,1,11921.43,0,11921.43
730,"9.3835, -0.9206",Tamale,7,Loamy,3,989,16.17287707,163,8.084040698,153,89,0,7117.18,0,7117.18
731,"10.7298, -0.8727",Navrongo,5,Lateritic,2,1095,20.26880882,354,11.24341671,164,49,0,11027.27,1,15219.52
732,"9.5333, -0.9163",Savelugu,6,Lateritic,2,1048,24.32291189,437,5.252347881,202,74,1,15880.83,1,19146.52
733,"10.3987, -0.6304",Bongo,2,Clay,1,959,19.30061497,294,3.33095351,207,74,0,6265.89,1,7838.57
734,"9.9530, -0.3720",Yendi,10,Clay,1,857,12.4812367,254,3.930883964,151,51,0,10848.26,1,13357.3
735,"9.9497, -0.2925",Yendi,10,Loamy,3,1078,23.14453053,170,7.724204375,210,47,0,13556.11,0,13556.11
736,"9.7323, -1.0761",Damongo,3,Loamy,3,666,24.67970174,465,5.317465709,167,41,1,19655.91,1,29313.69
737,"10.3851, -1.0666",Wa,9,Loamy,3,908,14.22797857,355,11.79693258,153,90,0,7763.84,1,9840.02
738,"9.8789, -0.3109",Yendi,10,Loamy,3,1037,11.80827812,267,14.5896518,170,55,1,12011.21,0,12011.21
739,"10.0341, -1.3690",Jirapa,4,Clay,1,602,22.58482641,377,6.983755755,171,66,1,16320.27,0,16320.27
740,"9.9520, -0.1974",Yendi,10,Lateritic,2,619,23.66288792,234,3.259942713,178,65,1,11398.8,1,13875.64
741,"10.0570, -0.2427",Bolgatanga,1,Sandy,4,1104,13.32410754,197,14.8939524,153,83,1,19086.16,1,25775.01
742,"9.6642, -1.1616",Damongo,3,Lateritic,2,914,10.56419464,293,5.641831803,202,46,1,17863.12,1,23931.3
743,"9.8709, -0.3152",Yendi,10,Sandy,4,603,17.33428714,216,11.20462376,209,58,0,9372.97,1,13747.53
744,"10.1305, -0.2511",Bolgatanga,1,Lateritic,2,748,22.92252691,429,13.56501618,153,52,1,11448.09,0,11448.09
745,"9.7201, -1.1785",Damongo,3,Sandy,4,606,22.07137737,332,11.20912807,184,89,0,12374.09,1,17109.95
746,"9.7237, -1.1804",Damongo,3,Lateritic,2,877,22.58835144,407,8.92994949,200,55,0,11886.08,0,11886.08
747,"10.7472, -0.9194",Navrongo,5,Sandy,4,658,20.78191816,463,9.020875684,162,88,0,17597.31,1,22348.39
748,"9.8284, -0.3626",Yendi,10,Clay,1,1016,17.94420116,404,5.979825769,154,76,1,19663.06,0,19663.06
749,"9.7242, -1.0941",Damongo,3,Sandy,4,609,15.87462988,173,6.308712225,189,95,1,13189.25,1,18679.74
750,"10.0231, -0.3009",Bolgatanga,1,Loamy,3,843,18.98495576,190,6.657540465,170,65,1,19229.55,0,19229.55
751,"10.0457, -0.3163",Bolgatanga,1,Lateritic,2,810,21.33208788,299,4.199708773,210,85,1,6845.24,0,6845.24
752,"10.3501, -1.0790",Wa,9,Sandy,4,839,22.20524634,354,14.52090546,207,68,0,18848.83,0,18848.83
753,"9.6814, -0.8985",Savelugu,6,Clay,1,1038,21.0843975,364,13.66522043,201,70,1,16174.36,1,22627.79
754,"9.6085, -1.2482",Damongo,3,Sandy,4,743,15.86442316,461,5.531064204,175,88,1,11579.03,0,11579.03
755,"10.0413, -1.3595",Jirapa,4,Loamy,3,1102,24.54467749,400,14.94839418,184,42,1,17884.52,0,17884.52
756,"9.1572, -0.9942",Tolon,8,Sandy,4,857,12.29519306,453,6.393901682,176,87,1,16450.6,0,16450.6
757,"10.1140, -0.1589",Bolgatanga,1,Clay,1,734,18.27972357,340,5.269224869,170,40,0,11291.27,1,15452.64
758,"9.9179, -0.3280",Yendi,10,Clay,1,871,10.23030406,287,12.39079904,190,92,0,7934.3,1,10700.71
759,"9.6304, -0.8768",Savelugu,6,Clay,1,1143,14.57330747,283,14.99925506,172,62,0,19036.29,1,28484.53
760,"9.2246, -1.1188",Tolon,8,Sandy,4,1151,11.74941642,173,5.304441146,182,43,1,12177.26,1,18161.45
761,"9.2042, -1.0653",Tolon,8,Loamy,3,1151,23.63696664,298,8.405072309,182,89,0,12404.63,0,12404.63
762,"9.9681, -1.2929",Jirapa,4,Sandy,4,1166,11.32694101,331,10.75728382,200,83,0,6558.42,1,9651.25
763,"10.0441, -1.3616",Jirapa,4,Lateritic,2,988,10.81216014,211,8.599456261,154,46,0,5385.75,0,5385.75
764,"10.3707, -0.6470",Bongo,2,Sandy,4,810,17.79293443,389,11.49373554,204,80,0,12502.49,0,12502.49
765,"10.3375, -1.1109",Wa,9,Clay,1,702,19.18718405,342,13.11595882,207,63,1,7839.93,0,7839.93
766,"9.5771, -1.0915",Damongo,3,Sandy,4,609,17.70278079,424,5.771004716,151,87,1,19862.1,0,19862.1
767,"10.2838, -0.9758",Wa,9,Sandy,4,1123,23.76277368,301,5.796980297,157,68,0,19423.51,0,19423.51
768,"9.7053, -1.2380",Damongo,3,Sandy,4,1085,11.97677559,421,9.50069928,198,78,1,11538.08,0,11538.08
769,"10.4208, -0.6933",Bongo,2,Sandy,4,808,11.41213015,221,14.8870981,156,43,0,19359.4,0,19359.4
770,"10.2774, -1.0332",Wa,9,Clay,1,1039,21.64925889,223,7.076618192,158,93,0,5233.25,1,6648.4
771,"10.1064, -1.3199",Jirapa,4,Sandy,4,875,16.77319588,440,9.360069088,206,62,1,15051.24,1,18618.8
772,"9.6243, -0.9063",Savelugu,6,Sandy,4,865,21.00806707,395,12.74362969,151,70,0,18848.72,0,18848.72
773,"9.9261, -0.2647",Yendi,10,Clay,1,1050,19.93192089,412,4.395163079,197,89,0,15429,0,15429
774,"10.1599, -0.2727",Bolgatanga,1,Lateritic,2,619,14.77277021,300,4.348887005,189,41,0,12647.48,0,12647.48
775,"9.5512, -0.8924",Savelugu,6,Clay,1,790,24.81733909,440,9.052063265,194,58,0,15566,0,15566
776,"9.6770, -1.1408",Damongo,3,Lateritic,2,1088,19.83846144,317,11.32989372,167,65,1,10677.54,1,14913.12
777,"9.6455, -0.8885",Savelugu,6,Clay,1,678,18.92216178,164,12.19023919,177,85,1,12325.33,1,17106.73
778,"10.4214, -0.6873",Bongo,2,Clay,1,704,17.18133948,309,10.14098034,180,88,0,7805.17,1,10366.81
779,"10.2301, -1.0882",Wa,9,Lateritic,2,985,14.32491244,254,13.79581231,192,95,0,19261.89,0,19261.89
780,"9.1639, -1.1057",Tolon,8,Clay,1,730,10.39873152,287,8.62093155,205,68,1,16668.55,0,16668.55
781,"10.0052, -1.2456",Jirapa,4,Sandy,4,858,16.53674713,195,3.677849565,205,93,0,5323.72,1,7855.27
782,"9.5080, -1.0539",Savelugu,6,Sandy,4,1045,18.69150563,475,9.054542159,156,70,1,11363.93,0,11363.93
783,"10.3780, -1.0034",Wa,9,Loamy,3,749,19.74185419,347,6.801944725,184,95,1,19807.68,0,19807.68
784,"10.2417, -1.0283",Wa,9,Clay,1,1163,23.42616762,316,6.914039367,183,56,0,14263.53,0,14263.53
785,"10.3187, -0.6681",Bongo,2,Loamy,3,961,10.1419504,442,13.69601182,162,73,0,12808.37,0,12808.37
786,"9.5657, -0.9006",Savelugu,6,Sandy,4,792,23.23783228,465,9.830897731,189,95,0,7508.48,0,7508.48
787,"9.0976, -1.0277",Tolon,8,Loamy,3,914,20.84396276,255,7.665850205,170,95,0,10169.54,1,14062.06
788,"9.1571, -1.1211",Tolon,8,Loamy,3,1175,19.05496731,290,4.623452237,195,86,1,17910.37,1,22591.2
789,"10.1621, -0.3354",Bolgatanga,1,Sandy,4,690,11.5928533,321,5.242286178,197,52,0,12413.53,0,12413.53
790,"9.8321, -0.3592",Yendi,10,Sandy,4,1081,10.68872259,234,5.459696672,155,50,1,13620.54,0,13620.54
791,"10.7239, -0.8669",Navrongo,5,Lateritic,2,992,23.0947742,436,6.685757566,163,85,1,10595.99,0,10595.99
792,"10.1623, -1.3824",Jirapa,4,Lateritic,2,941,17.50968868,427,7.450352331,176,84,0,11048.44,0,11048.44
793,"9.6196, -0.8857",Savelugu,6,Sandy,4,808,23.51989499,359,11.3297382,192,47,0,7188.45,1,10773.99
794,"10.3082, -1.1465",Wa,9,Lateritic,2,888,22.04717843,312,13.87751004,175,43,0,10860.67,0,10860.67
795,"9.5391, -1.0267",Savelugu,6,Loamy,3,935,19.58895597,249,13.50722303,166,84,0,6803.26,1,9144.34
796,"9.9919, -1.3602",Jirapa,4,Lateritic,2,838,12.46354017,495,11.02344043,207,92,0,15564,0,15564
797,"9.3595, -0.9230",Tamale,7,Lateritic,2,1068,12.96530269,445,14.09195973,173,46,1,6930.34,0,6930.34
798,"9.5939, -1.0287",Savelugu,6,Sandy,4,622,13.89816757,453,8.464668633,192,91,1,10725.42,1,14421.47
799,"10.8402, -0.7777",Navrongo,5,Clay,1,772,19.01908391,467,11.13921802,174,40,1,12519.17,1,15727.67
800,"9.2589, -1.1223",Tolon,8,Sandy,4,806,12.11324375,322,8.967852145,206,68,1,15813.71,0,15813.71
801,"10.1529, -0.2161",Bolgatanga,1,Clay,1,845,22.32466268,213,7.166569434,150,77,0,18834.45,1,24822.86
802,"9.7284, -1.0807",Damongo,3,Clay,1,991,19.10841863,291,8.640060832,184,89,0,7365.65,0,7365.65
803,"10.0375, -0.2267",Bolgatanga,1,Lateritic,2,626,24.05743688,222,12.32447677,208,41,1,10248.53,1,14055.22
804,"10.7283, -0.9145",Navrongo,5,Loamy,3,807,18.16570807,341,8.67573712,193,90,1,15997.71,1,21988.77
805,"10.2750, -1.1232",Wa,9,Clay,1,691,17.62757907,208,4.239766293,207,68,1,13406.36,0,13406.36
806,"10.1043, -1.3027",Jirapa,4,Loamy,3,994,13.99144059,315,8.581279305,188,78,1,19615.86,0,19615.86
807,"9.6618, -1.2539",Damongo,3,Clay,1,694,19.18605003,322,10.75823437,182,42,1,8327.65,0,8327.65
808,"9.3085, -0.7638",Tamale,7,Clay,1,885,23.55359808,204,7.87910576,191,69,0,10996.37,0,10996.37
809,"10.2454, -1.1375",Wa,9,Loamy,3,1025,14.56130118,246,5.395725061,208,80,1,17710.33,1,21392.88
810,"10.0035, -1.2009",Jirapa,4,Lateritic,2,1003,16.25265958,406,8.372518796,209,94,1,14013.56,1,19087.49
811,"10.8164, -0.7524",Navrongo,5,Lateritic,2,960,12.32402749,339,11.32245884,168,87,0,16900.51,0,16900.51
812,"10.2630, -0.7151",Bongo,2,Lateritic,2,890,19.69110477,344,6.15493116,206,57,1,7243.93,1,10571.25
813,"9.6860, -1.0505",Savelugu,6,Loamy,3,1185,19.75199972,397,8.630990698,189,50,1,5114.27,0,5114.27
814,"10.1443, -0.2134",Bolgatanga,1,Lateritic,2,857,12.85467071,298,5.158631897,165,87,0,17962.78,0,17962.78
815,"9.1108, -1.0388",Tolon,8,Clay,1,933,14.59625722,175,6.573514588,163,54,0,5801.35,1,7118.22
816,"9.9855, -0.1637",Bolgatanga,1,Loamy,3,808,17.37248222,166,10.56437818,197,63,1,5346.42,1,7954.1
817,"9.3117, -0.7745",Tamale,7,Sandy,4,846,16.37766335,453,7.122639153,189,69,0,8607.15,0,8607.15
818,"10.4265, -0.6718",Bongo,2,Sandy,4,965,20.63166346,456,10.94970014,185,78,1,11622.47,1,15790.64
819,"9.5356, -0.9294",Savelugu,6,Clay,1,1059,23.89186938,352,13.39108829,158,50,0,11916.12,1,17147.37
820,"9.4867, -0.7923",Tamale,7,Lateritic,2,925,18.80698657,292,13.05522681,192,68,0,8280.28,0,8280.28
821,"10.8359, -0.8753",Navrongo,5,Loamy,3,966,19.80446481,167,12.66257695,197,90,0,11750.1,0,11750.1
822,"10.3406, -0.7761",Bongo,2,Clay,1,695,17.39300413,270,10.59445619,189,88,1,6135.54,1,8430.98
823,"9.9151, -0.2203",Yendi,10,Lateritic,2,1092,12.25114475,348,12.07833721,177,80,1,14582.34,0,14582.34
824,"9.3232, -0.9340",Tamale,7,Lateritic,2,644,13.19272855,416,4.151606581,169,68,0,10040.62,0,10040.62
825,"10.2636, -1.1162",Wa,9,Sandy,4,813,17.66696626,256,12.54257989,153,83,1,16345.86,0,16345.86
826,"10.7342, -0.8630",Navrongo,5,Sandy,4,809,12.18633217,333,6.888012084,158,45,0,18878.34,1,24333.99
827,"9.6742, -0.9591",Savelugu,6,Sandy,4,823,17.09384202,480,7.942864199,199,41,1,8110.07,0,8110.07
828,"9.5817, -1.0381",Savelugu,6,Clay,1,973,19.71131733,327,14.90233559,172,40,1,10981.73,0,10981.73
829,"10.8488, -0.7639",Navrongo,5,Loamy,3,1003,16.66541679,448,8.970039455,179,41,0,15176.52,1,19217.83
830,"9.1228, -0.9815",Tolon,8,Loamy,3,1130,17.39372679,292,14.28847773,196,53,0,6208.82,1,8583.86
831,"9.1823, -1.1123",Tolon,8,Clay,1,976,14.21470511,336,5.773202151,194,65,1,11192.64,0,11192.64
832,"9.5786, -1.2015",Damongo,3,Loamy,3,716,16.61562948,323,4.98880516,195,73,0,7602.57,0,7602.57
833,"9.5347, -0.8767",Savelugu,6,Lateritic,2,970,20.2276642,305,6.929877104,168,66,0,9933.94,0,9933.94
834,"9.9536, -0.3456",Yendi,10,Sandy,4,682,22.98527486,349,8.500944317,193,87,0,17684.08,1,22918.98
835,"9.5594, -0.8822",Savelugu,6,Lateritic,2,604,10.06459076,482,11.24140202,160,41,1,8467.92,1,12621.33
836,"9.5785, -0.9543",Savelugu,6,Sandy,4,686,19.65602448,442,3.681818314,172,80,0,10596.58,0,10596.58
837,"10.2565, -0.7209",Bongo,2,Sandy,4,1199,17.10410452,324,10.78583444,161,48,0,19601.46,1,23748.41
838,"10.0994, -0.2629",Bolgatanga,1,Sandy,4,1037,14.36508015,444,6.115174556,161,63,1,10215.43,1,14977.01
839,"9.4874, -0.9053",Tamale,7,Loamy,3,779,16.7518826,455,9.1799515,156,94,1,7115.36,0,7115.36
840,"9.6477, -0.8735",Savelugu,6,Loamy,3,787,11.82301255,282,6.957598981,181,47,0,10908.52,1,14876.07
841,"10.0167, -1.3166",Jirapa,4,Lateritic,2,1119,22.23971703,232,3.890345516,190,63,1,8012.92,0,8012.92
842,"9.8117, -0.2347",Yendi,10,Loamy,3,649,21.07858191,286,6.916570461,200,59,1,13085.91,1,18396.97
843,"10.4448, -0.7738",Bongo,2,Clay,1,1046,19.62549722,429,9.477781386,156,68,0,15931.06,0,15931.06
844,"10.4054, -0.7213",Bongo,2,Loamy,3,667,20.35863552,452,10.6918173,186,82,0,12164.3,1,15972.16
845,"9.7724, -0.3601",Yendi,10,Lateritic,2,710,19.19955016,278,11.59029209,166,72,0,14718.92,1,18780.75
846,"10.6995, -0.7894",Navrongo,5,Lateritic,2,1148,10.67696788,283,7.178161056,200,40,1,11988,0,11988
847,"10.1596, -0.2113",Bolgatanga,1,Loamy,3,1078,14.61288675,413,3.090983835,172,84,0,15864.32,0,15864.32
848,"9.6656, -1.0333",Savelugu,6,Loamy,3,836,17.58696735,271,9.589934036,189,45,1,17581.84,1,23813.15
849,"9.3961, -0.9361",Tamale,7,Sandy,4,866,22.31520209,167,5.143110073,154,70,0,11879.38,0,11879.38
850,"10.0315, -1.2840",Jirapa,4,Sandy,4,1142,13.46265469,260,4.086138582,182,89,1,19824.22,1,28740.4
851,"10.8229, -0.7589",Navrongo,5,Lateritic,2,1153,18.35630107,271,5.23349782,176,74,1,13229.16,0,13229.16
852,"10.1160, -0.2604",Bolgatanga,1,Clay,1,867,11.99361265,371,6.785596092,188,92,0,18648.5,1,23527.85
853,"9.5512, -1.0096",Savelugu,6,Loamy,3,750,13.25438391,237,6.32557318,154,70,1,13624.99,0,13624.99
854,"10.1528, -0.2186",Bolgatanga,1,Lateritic,2,1093,13.47881597,304,9.814108351,171,91,1,9336.64,1,12709
855,"9.7704, -0.1976",Yendi,10,Lateritic,2,1114,16.6482396,210,3.157289358,191,85,1,13604.53,0,13604.53
856,"9.6368, -1.2335",Damongo,3,Sandy,4,807,10.76997036,260,4.708650236,159,40,0,13800.81,0,13800.81
857,"10.2821, -0.6325",Bongo,2,Lateritic,2,1100,19.01308915,241,12.8474672,190,81,1,9207.77,0,9207.77
858,"9.1168, -1.1371",Tolon,8,Clay,1,788,23.04105638,253,8.26041648,166,64,1,10203.61,0,10203.61
859,"10.8791, -0.8322",Navrongo,5,Clay,1,608,16.27773043,291,3.392811385,176,95,1,16034.1,0,16034.1
860,"10.1552, -1.2111",Jirapa,4,Sandy,4,643,20.21136263,406,4.450691271,156,49,1,12053.09,0,12053.09
861,"10.1195, -0.2128",Bolgatanga,1,Loamy,3,977,17.67010925,183,9.318143408,201,74,1,11223.09,0,11223.09
862,"9.4711, -0.7685",Tamale,7,Sandy,4,804,14.67902659,331,14.4789888,209,75,0,13609.7,1,20405.19
863,"9.5041, -1.0349",Savelugu,6,Loamy,3,1030,17.767844,387,6.830419531,162,94,1,14168.15,0,14168.15
864,"10.3612, -0.9650",Wa,9,Lateritic,2,1169,15.82405486,468,6.954724488,158,60,0,13814.54,1,19681.32
865,"10.3166, -1.0799",Wa,9,Clay,1,687,14.11460879,187,5.858067074,187,91,1,18109.29,0,18109.29
866,"9.9021, -0.3832",Yendi,10,Sandy,4,1010,16.5355829,470,10.80599953,173,62,1,12401.82,1,18392.22
867,"9.5814, -1.0013",Savelugu,6,Clay,1,1154,15.82778674,244,11.6205828,192,58,0,9249.59,0,9249.59
868,"9.3586, -0.7598",Tamale,7,Lateritic,2,916,11.20187534,449,13.50132466,188,85,0,12868.15,0,12868.15
869,"9.4511, -0.7891",Tamale,7,Clay,1,1046,23.68975102,486,8.512803679,190,77,0,10905.84,0,10905.84
870,"9.9534, -0.2827",Yendi,10,Loamy,3,838,10.84074663,271,12.13531009,200,50,1,17146.71,0,17146.71
871,"10.2983, -0.6425",Bongo,2,Loamy,3,772,18.88652659,478,8.896119557,172,61,0,14114.32,1,19172.26
872,"10.1282, -1.2595",Jirapa,4,Loamy,3,809,15.33195642,411,14.36905424,193,92,1,5924.09,1,8275.09
873,"9.3492, -0.8057",Tamale,7,Clay,1,670,21.94153577,476,7.198425381,161,67,1,9255.48,0,9255.48
874,"10.3787, -1.0392",Wa,9,Clay,1,825,17.64388801,278,13.4333222,170,86,0,9090.1,1,11310.11
875,"10.2307, -1.1149",Wa,9,Clay,1,972,16.01390447,244,4.488510918,158,41,1,19759.88,0,19759.88
876,"9.7784, -0.2847",Yendi,10,Loamy,3,830,24.43685488,253,9.137188143,184,88,0,16639.87,1,20165.64
877,"9.6623, -0.8721",Savelugu,6,Lateritic,2,1072,17.30173653,329,5.631632572,183,79,0,19078.9,0,19078.9
878,"10.0384, -0.3342",Bolgatanga,1,Clay,1,652,12.11736983,461,6.391157163,191,84,1,10400.59,0,10400.59
879,"9.8737, -0.3822",Yendi,10,Clay,1,877,16.46057573,398,12.03191196,172,50,1,19302.13,0,19302.13
880,"9.1325, -1.0360",Tolon,8,Sandy,4,654,19.84269899,219,3.55382834,151,80,0,19471.92,1,26245.16
881,"9.1528, -1.0742",Tolon,8,Clay,1,1107,24.02900007,244,9.655605088,209,47,1,19926.96,0,19926.96
